text,label,clean_text
&#8220;@B_Davis0529: SMDH Eagles fans. You a bitch! RT @MikeMiss975: Hey Giants fans: Victor Cruz is over. Dance to that.&#8221; Hey watch it,1,@user SMDH Eagles fans. You a bitch! RT @user Hey Giants fans: Victor Cruz is over. Dance to that. Hey watch it
&#8220;@garytiffany_: Make the most of what you have.&#8221; Don't tell me what to do bitch,1,@user Make the most of what you have. Don't tell me what to do bitch
"934 8616
i got a missed call from yo bitch",1,934 8616 i got a missed call from yo bitch
I see u jigga!!!! Hillary $wankin,2,I see u jigga!!!! Hillary $wankin
"RT @Rockprincess818: Go fight against the IDF if you progressive trash hate them so much, you don't have the guts to do it. 
#IStandWithIsr&#8230;",2,"RT @user Go fight against the IDF if you progressive trash hate them so much, you don't have the guts to do it. #IStandWithIsr"
"RT @SaveNoHoes: this nigga Kanye looking at his ice cream like ""hoe ass ice cream you aint as cold as Kanye"" http://t.co/Z3P8sXQtT3",1,"RT @user this nigga Kanye looking at his ice cream like ""hoe ass ice cream you aint as cold as Kanye"" [URL]"
Come on nd get that chicken niggers love dat chicken from popeyes http://t.co/YjFh2HaVav,0,Come on nd get that chicken niggers love dat chicken from popeyes [URL]
#oomf can get it but I'm chilling till da bitch hit me up,1,#oomf can get it but I'm chilling till da bitch hit me up
"RT @Priceless_KP: It ain nun to cut dat bitch awf 

- Verizon",1,RT @user It ain nun to cut dat bitch awf - Verizon
@CHILDISHCUDl @CheefPolo bitch mind your business,1,@user @user bitch mind your business
"@Liveitupjersey Breeding a Nation of Pussies, now how the hell is a Man, a Man...IF HE's A PUSSY!
I'm concerned, WE have pussies &amp; psycho's!",1,"@user Breeding a Nation of Pussies, now how the hell is a Man, a Man...IF HE's A PUSSY! I'm concerned, WE have pussies psycho's!"
This bitch love me long time i dont know why she wouldnt,1,This bitch love me long time i dont know why she wouldnt
RT @NoChillPaz: The only girls that care about being a guys WCW are hoes,1,RT @user The only girls that care about being a guys WCW are hoes
@felipefrost23 you can be whatever you want since you aren't a lying ass bitch ass childish ass mother fucker,1,@user you can be whatever you want since you aren't a lying ass bitch ass childish ass mother fucker
Just trynna have a bad bitch come thru &#128564;,1,Just trynna have a bad bitch come thru
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/zibllnm1ZS,2,@user GRAND OPENING ! @user TOP CLASS Oriental Massage PERFECT ! [URL]
If I can't make no money off of you then bitch I don't even want to you.,1,If I can't make no money off of you then bitch I don't even want to you.
RT @from_Hadria: When you listening to a bitch complaining about a nigga that ain&#8217;t even hers. http://t.co/Z09qLImXGE,1,RT @user When you listening to a bitch complaining about a nigga that aint even hers. [URL]
RT @CauseWereGuys: If these 3 drop a song together bitches will never run out of quotes http://t.co/wITDIIgcye,1,RT @user If these 3 drop a song together bitches will never run out of quotes [URL]
""" got ya bitch tip toeing on my hardwood floors "" &#128514; http://t.co/cOU2WQ5L4q",1,""" got ya bitch tip toeing on my hardwood floors "" [URL]"
Get this monkey off my back...,2,Get this monkey off my back...
@ViVaLa_Ari smh what's wrong wit u ho,1,@user smh what's wrong wit u ho
#agreed &#58399;&#58399; RT @oliviaMrose: There are a few badd ones but idk..mixxed bitches is really where its at tho,1,#agreed RT @user There are a few badd ones but idk..mixxed bitches is really where its at tho
"I plan on eating this entire motherfucking pizza I just ordered like a mufucka, bitch.",1,"I plan on eating this entire motherfucking pizza I just ordered like a mufucka, bitch."
"@TheREALJB1RD @winchstrracin @wyatt11w Maybe he can call Hootie back up, he don't answer me anymore but still have crows.",2,"@user @user @user Maybe he can call Hootie back up, he don't answer me anymore but still have crows."
I hate bitches with bad eyebrows,1,I hate bitches with bad eyebrows
Rihanna's Favorite Thing About White House Visits: 'My President Being Black' http://t.co/86zVJUzJLr #Solidarity Poking whitey-not wise..,1,Rihanna's Favorite Thing About White House Visits: 'My President Being Black' [URL] #Solidarity Poking whitey-not wise..
Austin is a funny niggah,1,Austin is a funny niggah
@monkbent What's with that come-at-me-bro bird? Stressful.,2,@user What's with that come-at-me-bro bird? Stressful.
RT @verkannt__: None of my bitches judge me they love me &#128524; don't think they would like me if i was any other way,1,RT @user None of my bitches judge me they love me don't think they would like me if i was any other way
RT @emmaleeenaa: I be catchin bitches while bitches be catchin feelings,1,RT @user I be catchin bitches while bitches be catchin feelings
"' Said I ain't Neva love no bitcccccch , but these bitches steady lovin on me on me , ayeeee . So what am I... http://t.co/NhB8omAqkm",1,"' Said I ain't Neva love no bitcccccch , but these bitches steady lovin on me on me , ayeeee . So what am I... [URL]"
I have a feeling tonight will be trash.,2,I have a feeling tonight will be trash.
Let these hoes be hoes. Thats all we know,1,Let these hoes be hoes. Thats all we know
"Its like u want me to be the sideline hoe and dat shid ain't nvr finna happin while I'm well and living fuck dat I rather say fuck
It and u",1,Its like u want me to be the sideline hoe and dat shid ain't nvr finna happin while I'm well and living fuck dat I rather say fuck It and u
@_ElenaRaquel_ its swag bitch aha,1,@user its swag bitch aha
RT @macktology101: Every girl goes thru her hoe phase her freshman year in college,1,RT @user Every girl goes thru her hoe phase her freshman year in college
"Ya bitch aint bad nigga, u aint got no taste",1,"Ya bitch aint bad nigga, u aint got no taste"
"Man if a bad washington heights chick on Dyckman likes me grabs her pussy and yells out ""what's good son"" I'm still fuckin",1,"Man if a bad washington heights chick on Dyckman likes me grabs her pussy and yells out ""what's good son"" I'm still fuckin"
@Prince_WilliamB @MixyArts This nothing to do with my shoes you ignorant twat.,1,@user @user This nothing to do with my shoes you ignorant twat.
What mad cunt created masturbating? That dude needs a high 5...,1,What mad cunt created masturbating? That dude needs a high 5...
im gonna hold this bitch to his word,1,im gonna hold this bitch to his word
@NaughtyBoyMusic bitch me too,1,@user bitch me too
&#8220;@FunnyPicsDepot: When the nigga with the aux cord playin some trash shit http://t.co/LMP5BeplVy&#8221; @JWilko7,1,@user When the nigga with the aux cord playin some trash shit [URL]#8221; @user
"Watch ima hit that hoe later on this summer, finna be the best/most livestock party of 2014!!!",1,"Watch ima hit that hoe later on this summer, finna be the best/most livestock party of 2014!!!"
Fuccn yo bitch and its wet like a pool&#128166;,1,Fuccn yo bitch and its wet like a pool
some cunt go get me amber leaf and papers? cani be arsed walking to nisa #lazy,1,some cunt go get me amber leaf and papers? cani be arsed walking to nisa #lazy
2012-2013 seniors were chill as fuck. this years seniors are basic ass bitches,1,2012-2013 seniors were chill as fuck. this years seniors are basic ass bitches
I chase bread over hoes cause i never met a dollar i aint like #Facts,1,I chase bread over hoes cause i never met a dollar i aint like #Facts
"I miss you being a wee cheeky cunt to me, sad times #missAbby",1,"I miss you being a wee cheeky cunt to me, sad times #missAbby"
Bitches get on twitter an turn to saints like they not hoes that shit kill a nigga,1,Bitches get on twitter an turn to saints like they not hoes that shit kill a nigga
Bullets stick to a nigguh damn liver,1,Bullets stick to a nigguh damn liver
RT @OhLawdItsNiesha: That hoe ain't shit,1,RT @user That hoe ain't shit
"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher"".",1,"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher""."
RT @TwitchyTeam: 'Dying laughing': Russian wrestlers mock 'girly man' Obama's workout video http://t.co/LLDrxLZeUs,2,RT @user 'Dying laughing': Russian wrestlers mock 'girly man' Obama's workout video [URL]
"RT @ccobb1573: &#8220;@imFindDory: Can't spell slut without u, bitch.&#8221;",1,"RT @user @user Can't spell slut without u, bitch."
I knows y'all white folk only be playin wit me. I colored and I knows my place,0,I knows y'all white folk only be playin wit me. I colored and I knows my place
@NyJusDntGAF to late niggers died first,1,@user to late niggers died first
Dumb ass bitch i swear,1,Dumb ass bitch i swear
"#ReasonsWhyWeDontGetAlong You're a hoe. Stop focusing on sucking dick, focus on getting rich",1,"#ReasonsWhyWeDontGetAlong You're a hoe. Stop focusing on sucking dick, focus on getting rich"
@FukknTyler nigga I talk shit period this ain't nun new white bitch we go threw this every damn day &#128514;&#128514;,1,@user nigga I talk shit period this ain't nun new white bitch we go threw this every damn day
"I've never had a problem w| anybody here, I've been w| the company for a year, and then this snitch fucking bitch is trying to get me fired",1,"I've never had a problem w| anybody here, I've been w| the company for a year, and then this snitch fucking bitch is trying to get me fired"
happy birthday to the funniest bitch I know @RealerThanPlies &#128536;&#128536;&#128536;,1,happy birthday to the funniest bitch I know @user
My blue flag brite nd ya bitch blowing me like play bagpipes,1,My blue flag brite nd ya bitch blowing me like play bagpipes
"RT @tnicolle_rauzi: We always bitch about the opposite sex when we're equally just as scandalous. Not all, but a large sum. Hypocrisy at it&#8230;",1,"RT @user We always bitch about the opposite sex when we're equally just as scandalous. Not all, but a large sum. Hypocrisy at it"
@DevilElyie fag*,1,@user fag*
"Hey @RSherman_25 you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself",0,"Hey @user you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself"
Never gas hoes but I do take they ass home,1,Never gas hoes but I do take they ass home
RT @leek_porter21: &#8220;@_1MDot: I hate a always wanna smoke but aint got no money as nigga/bitch like bye falisha&#8221;&#128514;&#128514;&#128514;,1,RT @user @user I hate a always wanna smoke but aint got no money as nigga/bitch like bye falisha
"RT @MisterrRager: &#8220;@ViriDoesItt: I already know you trash if being tatted is on the list of things you want in a nigga..&#8221;

Off top.",1,RT @user @user I already know you trash if being tatted is on the list of things you want in a nigga.. Off top.
@EakaErick I wouldn't share a wave with those trash cans,2,@user I wouldn't share a wave with those trash cans
"@NYRKelsMads 
You never survive in da colored hood",2,@user You never survive in da colored hood
@KenSuttling The spear chuckers are flooding into Upton Park.,2,@user The spear chuckers are flooding into Upton Park.
Only the strong survive and that nigga a pussy,1,Only the strong survive and that nigga a pussy
Can't keep a shallow bitch if ya pockets ain't deep.,1,Can't keep a shallow bitch if ya pockets ain't deep.
@GorgeousCamry_ @itsDeSha__ man get yo bitch ass out my mf mentions man with all tht bs u trippin,1,@user @user man get yo bitch ass out my mf mentions man with all tht bs u trippin
"RT @ChaldeanCutie: ""@Vivalaquintaa: Its a bunch of penis on my timeline literally"" - u want me 2 dm u my pussy lol",1,"RT @user ""@user Its a bunch of penis on my timeline literally"" - u want me 2 dm u my pussy lol"
RT @TheCommonCock: Rt if you killed a bitch with your dick,1,RT @user Rt if you killed a bitch with your dick
Music .....you make me sick bitch,1,Music .....you make me sick bitch
RT @LuckyLanceJ: Life's a bitch. You've got to go out and kick ass. @DrMayaAngelou,1,RT @user Life's a bitch. You've got to go out and kick ass. @user
&#8220;@NigggaPino: Splash onna bitch Wednesday tomorrow&#8221;,1,@user Splash onna bitch Wednesday tomorrow
"#NP ""Centuries"" ~FOB",2,"#NP ""Centuries"" ~FOB"
My flow retarded &#128526;,2,My flow retarded
@JRise88 shut up you stupid bitch,0,@user shut up you stupid bitch
Of course my #faith for #baseball is off this year. BECAUSE OF #BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons,0,Of course my #faith for #baseball is off this year. BECAUSE OF #BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons
RT @Lyssaboo_23: You local ass bitch,1,RT @user You local ass bitch
@GossipCop Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!,0,@user Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!
@dablueprint fuck no she dont let nobody hit that pussy either I know it's firm,1,@user fuck no she dont let nobody hit that pussy either I know it's firm
@SonnieJohnson is 72% out of wedlock births a lie? latinos in 2nd place.# mostly driven up by illegal aliens w/ anchor babies,2,@user is 72% out of wedlock births a lie? latinos in 2nd place.# mostly driven up by illegal aliens w/ anchor babies
This headache is a bitch &#128543;&#128548;,1,This headache is a bitch
@MsKeeKee90s yh I did niggah yh that shyt dope trust me fam ..,1,@user yh I did niggah yh that shyt dope trust me fam ..
RT @JaclynDeeter: Well maybe you're a whore you stupid ugly homeless bitch,0,RT @user Well maybe you're a whore you stupid ugly homeless bitch
""" Murda Gang bitch its Gang Land """,1,""" Murda Gang bitch its Gang Land """
@JennyMcCarthy don't let idiots that can't even spell retarded get you down.,1,@user don't let idiots that can't even spell retarded get you down.
Karma is a bitch... http://t.co/U8uK4v7nwN,1,Karma is a bitch... [URL]
"RT @TheCheapOne: What you see is what you get! I'm a guy with a love of adventure and a need for speed, Charlie Brown!",2,"RT @user What you see is what you get! I'm a guy with a love of adventure and a need for speed, Charlie Brown!"
RT @brendacoyt_3: @Tonymartinezz15 &#128530;&#9995; naw bruh member when you said that it was your snow -.- and your bitches &#128514;&#128514; that's my cake &#128079;,1,RT @user @user naw bruh member when you said that it was your snow -.- and your bitches that's my cake
This is a long yellow for a bunch of track sweeping. Not a ton have taken opportunities to pit. #IndyCar #GoProGrandPrix,2,This is a long yellow for a bunch of track sweeping. Not a ton have taken opportunities to pit. #IndyCar #GoProGrandPrix
I'm gonna go ape shit if there is an IF Uchida,1,I'm gonna go ape shit if there is an IF Uchida
tell me why nick cannon bout to invite wiz to wild'n out an hit him wit the i fucked your bitch diss haha,1,tell me why nick cannon bout to invite wiz to wild'n out an hit him wit the i fucked your bitch diss haha
RT @UrsTruly_Jessie: These bitches is actors out here,1,RT @user These bitches is actors out here
"RT @UmmmSassy: ""You're such a bitch"" http://t.co/3m1bRIlvfp",1,"RT @user ""You're such a bitch"" [URL]"
"RT @metroadlib: don't ever be afraid to double bitch down.
ppl always expect you to be like, ""i'm sorry if i got loud."" or, ""i'm sorry to s&#8230;",1,"RT @user don't ever be afraid to double bitch down. ppl always expect you to be like, ""i'm sorry if i got loud."" or, ""i'm sorry to s"
"""@YoungRicooo: Happy birthday bitch nigga @WexicanAfro702"" Thanks pal",1,"""@user Happy birthday bitch nigga @user Thanks pal"
Because idk if your still tryna get with her again or not?... &#8212; bitch i might be http://t.co/FPJQpcH99K,1,Because idk if your still tryna get with her again or not?... bitch i might be [URL]
RT @RT_America: Russell Brand mocks Bill O'Reilly for proposing Berlin Wall against immigrants (VIDEO) http://t.co/WtzD2MIBf6 http://t.co/A&#8230;,2,RT @user Russell Brand mocks Bill O'Reilly for proposing Berlin Wall against immigrants (VIDEO) [URL] [URL]#8230;
Lightskins be like RT @TheOnlyCorae: Y'all got me fuck up I'm dicking down them young #PV18 bitches for there refund check I got to pay rent,1,Lightskins be like RT @user Y'all got me fuck up I'm dicking down them young #PV18 bitches for there refund check I got to pay rent
RT @FlexFoee: @1BookieG if he fuck yo bitch u should be happy like damn boosie fucked my bitch lmao,1,RT @user @user if he fuck yo bitch u should be happy like damn boosie fucked my bitch lmao
Ain't nobody up .. TL slick dead .. Other than the females bashing niccas early dis morning lol,1,Ain't nobody up .. TL slick dead .. Other than the females bashing niccas early dis morning lol
In-N-Out is like the sunshine and blue sky. The song of a bird. A smile at the front porch. The perfume of the ocean on wind-kissed cheeks.,2,In-N-Out is like the sunshine and blue sky. The song of a bird. A smile at the front porch. The perfume of the ocean on wind-kissed cheeks.
RT @YrnReggie: How bitch how?&#128529;&#128514;&#128514; http://t.co/FCQfDKI4Zn,1,RT @user How bitch how? [URL]
RT @KeyshBeChillin Have you bitches done your Kegals today?,1,RT @user Have you bitches done your Kegals today?
Yeah the NFL trash as fuck for this London shit,1,Yeah the NFL trash as fuck for this London shit
Lmao.... These hoes!,1,Lmao.... These hoes!
RT @Mymangot2JOBS_: WHO IS SHE? Ill fight her bestie RT @VeronicaGK: Then this bitch in my class wanna copy my homework off blackboard disc&#8230;,1,RT @user WHO IS SHE? Ill fight her bestie RT @user Then this bitch in my class wanna copy my homework off blackboard disc
Now I'm gook boy shawty http://t.co/LAAaHsTYeB,2,Now I'm gook boy shawty [URL]
"Luda said that his bitch bad, well mine looks better in any weather lol",1,"Luda said that his bitch bad, well mine looks better in any weather lol"
Rihanna just slaying any bitch &#128525;&#128525;,1,Rihanna just slaying any bitch
RT @Persianboi10: #YesAllMen these hoes ain't loyal,1,RT @user #YesAllMen these hoes ain't loyal
